TRACK_ID,TOTAL_STREAM,DAILY_STREAM,DATE,PREVIOUS_DAILY_STREAM
5JtXBqKLdfzwedmlUjjqAm,546991,388.0,2024-01-01,0.0
6N6V2v89hS4N9ossON5f9R,580671,259.0,2024-01-01,0.0
4MbHDiHQjhmoVAV75G04Ql,633430,582.0,2024-01-01,0.0
7EvU9pRoJ9Xs7anx0P7tEc,648821,548.0,2024-01-01,0.0
7bdyzcQ0onk60hfsxDCd2X,352661,132.0,2024-01-01,0.0
2m3ObD945KvpE5y9A1eUWm,48234896,46105.0,2024-01-01,0.0
72GIZuUXo14oyrS0si3Rgc,6595314,2653.0,2024-01-01,0.0
0tQ9vBYpldCuikPsbgOVKA,48500481,53951.0,2024-01-01,0.0
77sMIMlNaSURUAXq5coCxE,227750811,373683.0,2024-01-01,0.0
0aV5uARAknQgYhBaK944FP,229313345,219173.0,2024-01-01,0.0
7HuBDWi18s4aJM8UFnNheH,233281803,256534.0,2024-01-01,0.0
6sQckd3Z8NPxVVKUnavY1F,233429407,217493.0,2024-01-01,0.0
0A1JLUlkZkp2EFrosoNQi0,234606000,236229.0,2024-01-01,0.0
6qnM0XXPZOINWA778uNqQ9,236703276,82861.0,2024-01-01,0.0
0wavGRldH0AWyu2zvTz8zb,237661844,224214.0,2024-01-01,0.0
7HH8rEmkK5JENnv869MDCz,239077351,44937.0,2024-01-01,0.0
3UMrglJeju5yWyYIW6o99b,240851011,230345.0,2024-01-01,0.0
2YWtcWi3a83pdEg3Gif4Pd,242916082,184351.0,2024-01-01,0.0
6uwfVkaOM1mcMkFmSn35ix,243836827,182991.0,2024-01-01,0.0
4yBEU0askBZzE2XEVdEwmx,244178682,54716.0,2024-01-01,0.0
4OAuvHryIVv4kMDNSLuPt6,244692974,223556.0,2024-01-01,0.0
6lCvK2AR2uOKkVFCVlAzzm,252585387,346865.0,2024-01-01,0.0
2dgFqt3w9xIQRjhPtwNk3D,254677154,195356.0,2024-01-01,0.0
3Dby3p1m6IOZn2gIIqECgK,255087878,198915.0,2024-01-01,0.0
6rZVy6FIG7lSJQMFXHo12z,264260761,115889.0,2024-01-01,0.0
3i9UVldZOE0aD0JnyfAZZ0,264957223,184376.0,2024-01-01,0.0
3Z1kZKYfRC8iRXnYeC5sCJ,265435328,44033.0,2024-01-01,0.0
5YqltLsjdqFtvqE7Nrysvs,265571807,384363.0,2024-01-01,0.0
0heeNYlwOGuUSe7TgUD27B,267435084,182299.0,2024-01-01,0.0
6KJqZcs9XDgVck7Lg9QOTC,268581440,236235.0,2024-01-01,0.0
3zwMVvkBe2qIKDObWgXw4N,268913352,360700.0,2024-01-01,0.0
6oVxXO5oQ4pTpO8RSnkzvv,272955519,344850.0,2024-01-01,0.0
6AtZLIzUINvExIUy4QhdjP,280344341,365799.0,2024-01-01,0.0
12M5uqx0ZuwkpLp5rJim1a,287006422,250320.0,2024-01-01,0.0
1LLXZFeAHK9R4xUramtUKw,288531488,234506.0,2024-01-01,0.0
0z9UVN8VBHJ9HdfYsOuuNf,225615808,53526.0,2024-01-01,0.0
3nsfB1vus2qaloUdcBZvDu,224888813,212082.0,2024-01-01,0.0
3yII7UwgLF6K5zW3xad3MP,223159699,321765.0,2024-01-01,0.0
5yEPktRqvIhko5QFF3aBhQ,220236896,51572.0,2024-01-01,0.0
6N1K5OVVCopBjGViHs2IvP,165940348,88149.0,2024-01-01,0.0
7F5oktn5YOsR9eR5YsFtqb,168873777,1144530.0,2024-01-01,0.0
6xsEAm6w9oMQYYg3jkEkMT,170152712,79145.0,2024-01-01,0.0
3z6XUommYDWPHeFhmhhT6j,171366812,104721.0,2024-01-01,0.0
32mVHdy0bi1XKgr0ajsBlG,171963326,130057.0,2024-01-01,0.0
5VYWxXUpxuxEmCqMLDqICo,172562293,157845.0,2024-01-01,0.0
6d9IiDcFxtFVIvt9pCqyGH,174762335,41729.0,2024-01-01,0.0
2mvabkN1i2gLnGAPUVdwek,174820887,247356.0,2024-01-01,0.0
5uICWmZTLkpEVbK22PBP6e,175428462,218196.0,2024-01-01,0.0
2ythurkTtSiyfK7GprJoFW,183198616,63034.0,2024-01-01,0.0
7MbT4I8qGntX4fMdqMQgke,183704656,133933.0,2024-01-01,0.0
3sW3oSbzsfecv9XoUdGs7h,185975721,583115.0,2024-01-01,0.0
6Wlq9rqkxrqj5Kls4Kw14H,186468561,177914.0,2024-01-01,0.0
7FmYn9e7KHMXcxqGSj9LjH,289158538,313976.0,2024-01-01,0.0
01K4zKU104LyJ8gMb7227B,187903258,162178.0,2024-01-01,0.0
4CkgMiMqZ5JzW9iYXSTMTL,188615984,141162.0,2024-01-01,0.0
06WgOCf0LV2h4keYXDRnuh,188791459,43416.0,2024-01-01,0.0
43Ykum9T72UOPhBN31grpN,190302304,168426.0,2024-01-01,0.0
07NxDD1iKCHbAldceD7QLP,194789963,199527.0,2024-01-01,0.0
5kHMfzgLZP95O9NBy0ku4v,195075301,362453.0,2024-01-01,0.0
7zMcNqs55Mxer82bvZFkpg,197594951,91423.0,2024-01-01,0.0
5hQSXkFgbxjZo9uCwd11so,200699568,181776.0,2024-01-01,0.0
5QVVjX0ZItqlVpEuVCM9Yg,205744930,287203.0,2024-01-01,0.0
0dAb8TY433dl3ZfXYCLE19,213695694,40203.0,2024-01-01,0.0
1Iq8oo9XkmmvCQiGOfORiz,213871654,1475052.0,2024-01-01,0.0
0dBW6ZsW8skfvoRfgeerBF,214528949,46837.0,2024-01-01,0.0
4wFUdSCer8bdQsrp1M90sa,215156349,93878.0,2024-01-01,0.0
7I7JbDv63ZJJsSi24DyJrz,218878177,220276.0,2024-01-01,0.0
2QDyYdZyhlP2fp79KZX8Bi,188494469,137305.0,2024-01-01,0.0
55Vf4bimc1Rtfg0PAQRAo2,164411768,131573.0,2024-01-01,0.0
17yraMKqmZIKAv3iaGcoLX,296831258,396430.0,2024-01-01,0.0
214nt20w5wOxJnY462klLw,304856158,362219.0,2024-01-01,0.0
3GCL1PydwsLodcpv0Ll1ch,597238364,261949.0,2024-01-01,0.0
1K39ty6o1sHwwlZwO6a7wK,603688991,771765.0,2024-01-01,0.0
6YvqWjhGD8mB5QXcbcUKtx,609676415,795088.0,2024-01-01,0.0
2yLa0QULdQr0qAIvVwN6B5,616558980,588433.0,2024-01-01,0.0
5jQI2r1RdgtuT8S3iG8zFC,620690866,579116.0,2024-01-01,0.0
7KokYm8cMIXCsGVmUvKtqf,624822341,870673.0,2024-01-01,0.0
0VwNdo84DaVYLIkbVO86ND,632402650,194627.0,2024-01-01,0.0
3RauEVgRgj1IuWdJ9fDs70,646406786,552738.0,2024-01-01,0.0
4pvb0WLRcMtbPGmtejJJ6y,669216152,472263.0,2024-01-01,0.0
5enxwA8aAbwZbf5qCHORXi,727646647,660435.0,2024-01-01,0.0
2gVhfX2Gy1T9kDuS9azrF7,735512497,547772.0,2024-01-01,0.0
10eBRyImhfqVvkiVEGf0N0,737677649,435736.0,2024-01-01,0.0
6FB3v4YcR57y4tXFcdxI1E,767892892,350614.0,2024-01-01,0.0
2Rk4JlNc2TPmZe2af99d45,809567521,255717.0,2024-01-01,0.0
1vrd6UOGamcKNGnSHJQlSt,825333933,359386.0,2024-01-01,0.0
6RRNNciQGZEXnqk8SQ9yv5,842142066,377965.0,2024-01-01,0.0
6NFyWDv5CjfwuzoCkw47Xf,876284658,658821.0,2024-01-01,0.0
59HjlYCeBsxdI0fcm3zglw,893457097,396002.0,2024-01-01,0.0
