TRACK_ID,TOTAL_STREAM,DAILY_STREAM
1p80LdxRV74UKvL8gnD7ky,1588117187,1662001
55n9yjI6qqXh5F2mYvUc2y,1492416888,719012
1BxfuPKGuaTgP7aM0Bbdwr,1313117739,4259293
5xTtaWoae3wi06K5WfVUUH,1239809117,809470
0V3wPSX9ygBnCm8psDIegu,1220203789,1809657
1dGr1c8CrMLDpV6mPbImSI,1053340319,1757340
4lIxdJw6W3Fg4vUIYCB0S5,1021256242,1673209
4R2kfaDFhslZEMJqAFNpdd,993670282,1534507
1P17dC1amhFzptugyAO7Il,984125085,830963
59HjlYCeBsxdI0fcm3zglw,863630229,602823
1R0a2iXumgCiFb7HEZ7gUE,843554504,1460550
6NFyWDv5CjfwuzoCkw47Xf,828177420,922841
3hUxzQpSfdDqwM3ZTFQY0K,824963715,1550316
6RRNNciQGZEXnqk8SQ9yv5,814688543,526449
1vrd6UOGamcKNGnSHJQlSt,800364989,503007
2Rk4JlNc2TPmZe2af99d45,791719620,324741
6FB3v4YcR57y4tXFcdxI1E,743049609,465783
10eBRyImhfqVvkiVEGf0N0,705642620,637910
0lx2cLdOt3piJbcaXIV74f,694310039,854723
5enxwA8aAbwZbf5qCHORXi,677467012,970115
4pvb0WLRcMtbPGmtejJJ6y,634910102,642349
0VwNdo84DaVYLIkbVO86ND,618510977,274493
3RauEVgRgj1IuWdJ9fDs70,606110884,793569
2yLa0QULdQr0qAIvVwN6B5,579837500,688348
5jQI2r1RdgtuT8S3iG8zFC,579455392,781808
3GCL1PydwsLodcpv0Ll1ch,579410227,358257
7KokYm8cMIXCsGVmUvKtqf,560336115,1122889
6YvqWjhGD8mB5QXcbcUKtx,551205236,1124954
1K39ty6o1sHwwlZwO6a7wK,540066727,1702357
273dCMFseLcVsoSWx59IoE,535769040,386049
4y5bvROuBDPr5fuwXbIBZR,528387005,670901
3rWDp9tBPQR9z6U5YyRSK4,521763226,800025
0VE4kBnHJUgtMf0dy6DRmW,519052552,803525
1ZY1PqizIl78geGM4xWlEA,506887361,512752
0sY6ZUTh4yoctD8VIXz339,490809027,715586
0Jlcvv8IykzHaSmj49uNW8,469128336,571724
1qrpoAMXodY6895hGKoUpA,467001252,1086665
4D7BCuvgdJlYvlX5WlN54t,435998924,858490
2x0WlnmfG39ZuDmstl9xfX,423178269,383094
