TRACK_ID,TOTAL_STREAM,DAILY_STREAM
1p80LdxRV74UKvL8gnD7ky,1671318420,1188783
1BxfuPKGuaTgP7aM0Bbdwr,1567115602,4118112
55n9yjI6qqXh5F2mYvUc2y,1538482982,775374
0V3wPSX9ygBnCm8psDIegu,1330130556,1732778
5xTtaWoae3wi06K5WfVUUH,1288748258,816651
1dGr1c8CrMLDpV6mPbImSI,1160308660,1695049
4lIxdJw6W3Fg4vUIYCB0S5,1094905346,1015591
4R2kfaDFhslZEMJqAFNpdd,1085787925,1404534
1P17dC1amhFzptugyAO7Il,1036684658,942442
1R0a2iXumgCiFb7HEZ7gUE,930554666,1351329
3hUxzQpSfdDqwM3ZTFQY0K,909477485,1241700
59HjlYCeBsxdI0fcm3zglw,895911064,482651
6NFyWDv5CjfwuzoCkw47Xf,880268317,766245
6RRNNciQGZEXnqk8SQ9yv5,844553868,501655
1vrd6UOGamcKNGnSHJQlSt,827320779,401050
2Rk4JlNc2TPmZe2af99d45,811194519,314239
6FB3v4YcR57y4tXFcdxI1E,770057010,428404
10eBRyImhfqVvkiVEGf0N0,740160184,499473
2gVhfX2Gy1T9kDuS9azrF7,738986147,668918
5enxwA8aAbwZbf5qCHORXi,731793396,816256
4pvb0WLRcMtbPGmtejJJ6y,672182718,562386
3RauEVgRgj1IuWdJ9fDs70,649875852,679992
0VwNdo84DaVYLIkbVO86ND,633548979,224398
7KokYm8cMIXCsGVmUvKtqf,630115361,1086497
5jQI2r1RdgtuT8S3iG8zFC,624084628,653414
2yLa0QULdQr0qAIvVwN6B5,619677246,605866
6YvqWjhGD8mB5QXcbcUKtx,614280159,927989
1K39ty6o1sHwwlZwO6a7wK,608538307,963275
3GCL1PydwsLodcpv0Ll1ch,598706196,296542
0VE4kBnHJUgtMf0dy6DRmW,567253212,722909
4y5bvROuBDPr5fuwXbIBZR,567187670,595498
3rWDp9tBPQR9z6U5YyRSK4,566983293,653210
273dCMFseLcVsoSWx59IoE,557092357,326299
1ZY1PqizIl78geGM4xWlEA,536852311,448930
1gcyHQpBQ1lfXGdhZmWrHP,530150881,586077
1qrpoAMXodY6895hGKoUpA,527592128,893784
0Jlcvv8IykzHaSmj49uNW8,501130167,477238
4D7BCuvgdJlYvlX5WlN54t,484370957,731153
2x0WlnmfG39ZuDmstl9xfX,449631211,376615
3qoftcUZaUOncvIYjFSPdE,447615437,629598
1MgV7FIyNxIG7WzMRJV5HC,404210874,512446
3eX0NZfLtGzoLUxPNvRfqm,403452449,376655
1wtOxkiel43cVs0Yux5Q4h,390002501,299145
4svZDCRz4cJoneBpjpx8DJ,389866476,403109
3DrjZArsPsoqbLzUZZV1Id,370568818,165839
6ce41JVa6KFaryfmC2bu2W,368102570,142794
22bPsP2jCgbLUvh82U0Z3M,360895453,374397
0ZNU020wNYvgW84iljPkPP,359547251,430124
1GwMQaZz6Au3QLDbjbMdme,354709569,359476
1xwAWUI6Dj0WGC3KiUPN0O,338425606,423544
7kt9e9LFSpN1zQtYEl19o1,333615117,385390
1SymEzIT3H8UZfibCs3TYi,333341863,348879
3pHkh7d0lzM2AldUtz2x37,332206183,437187
2CYVETnhM9aytqrazYYwrK,329395294,310497
2NmsngXHeC1GQ9wWrzhOMf,329130124,479293
2Eeur20xVqfUoM3Q7EFPFt,317043438,306476
6VsvKPJ4xjVNKpI8VVZ3SV,313679777,370176
5OndtwLGA9O6XHFcGm2H7r,313092784,91464
1fzAuUVbzlhZ1lJAx9PtY6,311291988,595220
43rA71bccXFGD4C8GOpIlN,310790832,175581
5kI4eCXXzyuIUXjQra0Cxi,307254098,308026
214nt20w5wOxJnY462klLw,307067597,428333
17yraMKqmZIKAv3iaGcoLX,299309779,479885
15DeqWWQB4dcEWzJg15VrN,298467089,312123
7FmYn9e7KHMXcxqGSj9LjH,291131785,372612
1LLXZFeAHK9R4xUramtUKw,289947699,272389
12M5uqx0ZuwkpLp5rJim1a,288538670,292428
