TRACK_ID,TOTAL_STREAM,DAILY_STREAM
1BxfuPKGuaTgP7aM0Bbdwr,3046548364,2048821
1p80LdxRV74UKvL8gnD7ky,2181439425,1263888
55n9yjI6qqXh5F2mYvUc2y,1961438986,857286
0V3wPSX9ygBnCm8psDIegu,1889945249,658564
1dGr1c8CrMLDpV6mPbImSI,1846192130,1471214
4R2kfaDFhslZEMJqAFNpdd,1738701109,1787525
5xTtaWoae3wi06K5WfVUUH,1705970107,878794
3hUxzQpSfdDqwM3ZTFQY0K,1577798392,2188496
4lIxdJw6W3Fg4vUIYCB0S5,1494613383,1375864
1R0a2iXumgCiFb7HEZ7gUE,1461114912,840302
1P17dC1amhFzptugyAO7Il,1356810503,461232
6NFyWDv5CjfwuzoCkw47Xf,1210673985,756098
59HjlYCeBsxdI0fcm3zglw,1096671385,355643
6RRNNciQGZEXnqk8SQ9yv5,1083532163,344844
5enxwA8aAbwZbf5qCHORXi,1076565789,806702
6YvqWjhGD8mB5QXcbcUKtx,1051264002,939018
1vrd6UOGamcKNGnSHJQlSt,1033692361,499788
2gVhfX2Gy1T9kDuS9azrF7,1016699856,399659
2OzhQlSqBEmt7hmkYxfT6m,1005665823,1042318
2o2IVjuqRkR9hJxtPjtAP0,1001212465,602368
4pvb0WLRcMtbPGmtejJJ6y,962755987,718832
1qrpoAMXodY6895hGKoUpA,953970765,992851
7KokYm8cMIXCsGVmUvKtqf,953069624,423271
3RauEVgRgj1IuWdJ9fDs70,950546180,363930
5lg33MHs1BoUtJVClw8ZpI,948455619,360657
2Rk4JlNc2TPmZe2af99d45,947462578,201986
2yLa0QULdQr0qAIvVwN6B5,936148961,570352
1K39ty6o1sHwwlZwO6a7wK,933307826,555295
5jQI2r1RdgtuT8S3iG8zFC,844044478,285844
0VE4kBnHJUgtMf0dy6DRmW,832758007,660179
3rWDp9tBPQR9z6U5YyRSK4,798341022,331945
4y5bvROuBDPr5fuwXbIBZR,781163123,357282
4D7BCuvgdJlYvlX5WlN54t,772081012,487206
1gcyHQpBQ1lfXGdhZmWrHP,765234659,354094
7AEAGTc8cReDqcbPoY9gwo,755579212,322312
3GCL1PydwsLodcpv0Ll1ch,753442099,358769
1MgV7FIyNxIG7WzMRJV5HC,730667985,714707
4q5YezDOIPcoLr8R81x9qy,710356906,611022
1ZY1PqizIl78geGM4xWlEA,703667354,252196
0Jlcvv8IykzHaSmj49uNW8,701157591,370544
273dCMFseLcVsoSWx59IoE,691152391,312525
3qoftcUZaUOncvIYjFSPdE,667817942,295002
1fzAuUVbzlhZ1lJAx9PtY6,594300440,937100
2x0WlnmfG39ZuDmstl9xfX,587863381,240352
3eX0NZfLtGzoLUxPNvRfqm,560351270,240432
2NmsngXHeC1GQ9wWrzhOMf,558008804,353223
1Iq8oo9XkmmvCQiGOfORiz,544779364,250673
4svZDCRz4cJoneBpjpx8DJ,542030974,219995
22bPsP2jCgbLUvh82U0Z3M,528208261,458437
0ZNU020wNYvgW84iljPkPP,527163534,302194
7kt9e9LFSpN1zQtYEl19o1,518337642,324834
1GwMQaZz6Au3QLDbjbMdme,516769549,385109
3pHkh7d0lzM2AldUtz2x37,507460170,291555
214nt20w5wOxJnY462klLw,504830511,289625
1wtOxkiel43cVs0Yux5Q4h,495720251,161064
1xwAWUI6Dj0WGC3KiUPN0O,487099796,151530
6AtZLIzUINvExIUy4QhdjP,473051751,169913
1SymEzIT3H8UZfibCs3TYi,472898471,238157
0W0iAC1VGlB82PI6elxFYf,472630609,627760
6VsvKPJ4xjVNKpI8VVZ3SV,472077665,341686
2F3N9tdombb64aW6VtZOdo,463034452,386439
3DrjZArsPsoqbLzUZZV1Id,459919023,281766
17yraMKqmZIKAv3iaGcoLX,452579204,211920
3sW3oSbzsfecv9XoUdGs7h,449304685,509419
5YqltLsjdqFtvqE7Nrysvs,448276624,186555
3zwMVvkBe2qIKDObWgXw4N,443982532,321710
2CYVETnhM9aytqrazYYwrK,443284940,188078
6oVxXO5oQ4pTpO8RSnkzvv,441693248,265518
2P5gfMtCcKP0CkmgqFMyPg,439979851,147353
2Eeur20xVqfUoM3Q7EFPFt,431993570,194634
5kI4eCXXzyuIUXjQra0Cxi,430316506,160017
7FmYn9e7KHMXcxqGSj9LjH,429313834,188086
7qGr3rjRhndRIpFUA5f2HJ,427926107,223585
77sMIMlNaSURUAXq5coCxE,420714626,261838
12M5uqx0ZuwkpLp5rJim1a,414198499,224713
1LLXZFeAHK9R4xUramtUKw,405480258,181656
