TRACK_ID,TOTAL_STREAM,DAILY_STREAM
1BxfuPKGuaTgP7aM0Bbdwr,2988244512,1416056.0
1p80LdxRV74UKvL8gnD7ky,2142552654,856745.0
55n9yjI6qqXh5F2mYvUc2y,1934006314,688404.0
0V3wPSX9ygBnCm8psDIegu,1868232014,512999.0
1dGr1c8CrMLDpV6mPbImSI,1808908785,794217.0
4R2kfaDFhslZEMJqAFNpdd,1697331373,862428.0
5xTtaWoae3wi06K5WfVUUH,1676509799,716370.0
3hUxzQpSfdDqwM3ZTFQY0K,1514444786,949176.0
4lIxdJw6W3Fg4vUIYCB0S5,1451882913,1011587.0
1R0a2iXumgCiFb7HEZ7gUE,1433621965,661145.0
1P17dC1amhFzptugyAO7Il,1341700622,362857.0
6NFyWDv5CjfwuzoCkw47Xf,1186796018,502290.0
59HjlYCeBsxdI0fcm3zglw,1084721375,280750.0
6RRNNciQGZEXnqk8SQ9yv5,1072242253,255902.0
5enxwA8aAbwZbf5qCHORXi,1053436783,510072.0
6YvqWjhGD8mB5QXcbcUKtx,1027109914,536222.0
1vrd6UOGamcKNGnSHJQlSt,1019544391,355933.0
0lx2cLdOt3piJbcaXIV74f,1003997030,289657.0
2o2IVjuqRkR9hJxtPjtAP0,982091495,434482.0
2OzhQlSqBEmt7hmkYxfT6m,974025291,719923.0
2Rk4JlNc2TPmZe2af99d45,940949553,165159.0
7KokYm8cMIXCsGVmUvKtqf,940281745,287330.0
3RauEVgRgj1IuWdJ9fDs70,938906167,274643.0
4pvb0WLRcMtbPGmtejJJ6y,938332884,538695.0
5lg33MHs1BoUtJVClw8ZpI,936639106,302877.0
1qrpoAMXodY6895hGKoUpA,927885480,590296.0
2yLa0QULdQr0qAIvVwN6B5,917097650,438035.0
1K39ty6o1sHwwlZwO6a7wK,916556529,394196.0
5jQI2r1RdgtuT8S3iG8zFC,834231708,217723.0
0VE4kBnHJUgtMf0dy6DRmW,815279511,425441.0
3rWDp9tBPQR9z6U5YyRSK4,787017753,254341.0
4y5bvROuBDPr5fuwXbIBZR,769871365,264781.0
4D7BCuvgdJlYvlX5WlN54t,755288129,378997.0
0sY6ZUTh4yoctD8VIXz339,754311268,246818.0
0VwNdo84DaVYLIkbVO86ND,744974871,230135.0
3GCL1PydwsLodcpv0Ll1ch,741632589,314400.0
1MgV7FIyNxIG7WzMRJV5HC,707963866,522030.0
1ZY1PqizIl78geGM4xWlEA,694489822,204743.0
4q5YezDOIPcoLr8R81x9qy,690732125,449959.0
0Jlcvv8IykzHaSmj49uNW8,688383969,257402.0
273dCMFseLcVsoSWx59IoE,680688438,213291.0
3qoftcUZaUOncvIYjFSPdE,658251331,222233.0
2x0WlnmfG39ZuDmstl9xfX,578648398,191938.0
1fzAuUVbzlhZ1lJAx9PtY6,570488659,573882.0
3eX0NZfLtGzoLUxPNvRfqm,551886955,187294.0
2NmsngXHeC1GQ9wWrzhOMf,545395577,301981.0
1Iq8oo9XkmmvCQiGOfORiz,536921077,194083.0
4svZDCRz4cJoneBpjpx8DJ,533576120,184779.0
0ZNU020wNYvgW84iljPkPP,516543917,241185.0
22bPsP2jCgbLUvh82U0Z3M,514272361,342671.0
7kt9e9LFSpN1zQtYEl19o1,506422968,285350.0
1GwMQaZz6Au3QLDbjbMdme,504569412,290325.0
3pHkh7d0lzM2AldUtz2x37,497881482,228400.0
214nt20w5wOxJnY462klLw,495693256,205368.0
1wtOxkiel43cVs0Yux5Q4h,490292028,126229.0
1xwAWUI6Dj0WGC3KiUPN0O,481701135,131053.0
6AtZLIzUINvExIUy4QhdjP,467372596,138872.0
1SymEzIT3H8UZfibCs3TYi,464381381,191642.0
6VsvKPJ4xjVNKpI8VVZ3SV,460481676,234329.0
0W0iAC1VGlB82PI6elxFYf,453999517,421626.0
2F3N9tdombb64aW6VtZOdo,451099182,267661.0
3DrjZArsPsoqbLzUZZV1Id,450849127,227870.0
17yraMKqmZIKAv3iaGcoLX,445272640,167290.0
5YqltLsjdqFtvqE7Nrysvs,442153732,148256.0
2CYVETnhM9aytqrazYYwrK,436843014,156479.0
3sW3oSbzsfecv9XoUdGs7h,435669385,310554.0
2P5gfMtCcKP0CkmgqFMyPg,434321041,113704.0
3zwMVvkBe2qIKDObWgXw4N,432548946,251976.0
6oVxXO5oQ4pTpO8RSnkzvv,432465347,240180.0
2Eeur20xVqfUoM3Q7EFPFt,425124906,141954.0
5kI4eCXXzyuIUXjQra0Cxi,424438186,127607.0
7FmYn9e7KHMXcxqGSj9LjH,422997008,139111.0
7qGr3rjRhndRIpFUA5f2HJ,420494988,178335.0
77sMIMlNaSURUAXq5coCxE,411680634,228006.0
12M5uqx0ZuwkpLp5rJim1a,406857026,166877.0
1LLXZFeAHK9R4xUramtUKw,399234363,149693.0
0PurA4JVJ8YQgSVopY8fn6,395596668,147119.0
71BqAINEnezjQfxE4VuJfq,391491980,224569.0
5KD6AEm19QnMbfWpfoOHMl,391234388,184859.0
43rA71bccXFGD4C8GOpIlN,384100325,103147.0
36t6frENUtCYKuZus6aYDO,374769693,238471.0
6KJqZcs9XDgVck7Lg9QOTC,373778327,128989.0
3yII7UwgLF6K5zW3xad3MP,373703930,178036.0
4OAuvHryIVv4kMDNSLuPt6,371309029,413034.0
3Vevii7qKqrmW8CcyzBHDl,364506182,235481.0
1hjRhYpWyqDpPahmSlUTlc,360246849,220982.0
0A1JLUlkZkp2EFrosoNQi0,350173100,177505.0
5OndtwLGA9O6XHFcGm2H7r,345930287,70942.0
2VuqMjgoKaOHNM8HpxtXKx,345641437,125240.0
2XXwLdtuAcE0HSCu61ijAb,344704488,225769.0
2dgFqt3w9xIQRjhPtwNk3D,342344549,118540.0
0heeNYlwOGuUSe7TgUD27B,341290739,84193.0
5BK0uqwY9DNfZ630STAEaq,335908977,90895.0
0wavGRldH0AWyu2zvTz8zb,334989833,124358.0
3nsfB1vus2qaloUdcBZvDu,333112332,156771.0
7HuBDWi18s4aJM8UFnNheH,332675115,135316.0
4txojlesMFQZGWxwz2EeqB,332119415,124518.0
3CWq0pAKKTWb0K4yiglDc4,328693033,nan
5og4Qzt92jJzVDkOtSEilb,325906228,211662.0
3RaT22zZsxVYxxKR7TAaYF,325753667,88765.0
2YWtcWi3a83pdEg3Gif4Pd,324260938,97174.0
5QVVjX0ZItqlVpEuVCM9Yg,319128216,218997.0
3i9UVldZOE0aD0JnyfAZZ0,317308184,nan
45wMBGri1PORPjM9PwFfrS,315980734,154345.0
7dW84mWkdWE5a6lFWxJCBG,315812311,79885.0
5kHMfzgLZP95O9NBy0ku4v,315372860,133715.0
7I7JbDv63ZJJsSi24DyJrz,308346802,138842.0
0qAIiGFKLdV1xpNlEhjpq8,306649034,94094.0
7Mts0OfPorF4iwOomvfqn1,302263723,324474.0
5hQSXkFgbxjZo9uCwd11so,302045987,155505.0
3Z1kZKYfRC8iRXnYeC5sCJ,296126409,68054.0
2v1ivOOsgn64g5OywuH55L,289075606,206918.0
3NMrVbIVWT3fPXBj0rNDKG,287859665,185055.0
3ZVFcD8Wlw9T9klGqmJf9F,287428951,158363.0
12ntTeqEeTg7GAVpe8Mhpl,282497558,123964.0
6RSG1dKPV5gEvILwJb4QtS,279937205,253535.0
4V9NuhKQcUFt4cgbynHV79,276488683,89526.0
6qnM0XXPZOINWA778uNqQ9,271761266,91806.0
01K4zKU104LyJ8gMb7227B,271390923,114576.0
3O5osWf1rSoKMwe6E9ZaXP,269270256,106089.0
4wFUdSCer8bdQsrp1M90sa,266753380,78098.0
79uDOz0zuuWS7HWxzMmTa2,264942528,172691.0
07NxDD1iKCHbAldceD7QLP,264752237,84253.0
19CSr8rwW05VJL2F91KFNK,263721368,81598.0
00vJzaoxM3Eja1doBUhX0P,263458843,36331.0
4CkgMiMqZ5JzW9iYXSTMTL,259228036,115859.0
2QDyYdZyhlP2fp79KZX8Bi,253420399,80357.0
4zmKGsrXjLmljb5fTaBTot,253397054,181929.0
4NioO5R9sHEZh4cGzMHyNt,253396697,133787.0
3xYJScVfxByb61dYHTwiby,252837294,146810.0
5rcHBt2aNcGFWW0jaAUe1L,250387096,77214.0
7MbT4I8qGntX4fMdqMQgke,248981568,84090.0
0z9UVN8VBHJ9HdfYsOuuNf,248368714,33419.0
7eGeUVeCEvEQrivmjl9Qn3,247865401,73714.0
7F5oktn5YOsR9eR5YsFtqb,246471783,95591.0
7G0gBu6nLdhFDPRLc0HdDG,246296451,167203.0
3z6XUommYDWPHeFhmhhT6j,244827243,139918.0
6FmJKLpyCt42nP2IOVEVc2,240786730,58683.0
4mKye6Z1kXuKolzMkJoKFA,237550276,nan
2o2sgVJIgFXk8GQjWTgI6U,237094062,77015.0
32mVHdy0bi1XKgr0ajsBlG,236181460,90440.0
1dhMTsEZz6ZEquGvmzVoHn,233827316,174124.0
1XjHRolIXL2M1EEOUsGGR4,232687747,90478.0
0dAb8TY433dl3ZfXYCLE19,231964638,57508.0
0hhzNPE68LWLfgZwdpxVdR,228946632,238396.0
71CBDRKmF2VeRKYMG1DFBh,226798964,106036.0
5PxFv9yJEg9dxvbZggykro,225172149,85892.0
6MWoRt97mnSTXZhu3ggi9C,223946172,83195.0
73YUReisjb3A9ActdLLjJQ,223915721,72654.0
5tWxKWq1DSP1s9WQ5PWuqu,222734443,76527.0
2ythurkTtSiyfK7GprJoFW,219313773,133479.0
08fa9LFcFBTcilB3iq2e2A,217318127,67321.0
18WFFUIsewmA8g31KAeo3e,215408851,179369.0
3k7ne7VmH43ZPWxPdvPUgR,215193129,64268.0
3fO566xJgwxIa3qGCGBvIC,213051944,171438.0
6xsEAm6w9oMQYYg3jkEkMT,211125585,nan
670fUmXf4KQekzbEgaXyPA,210582665,75579.0
