TRACK_ID,TOTAL_STREAM,DAILY_STREAM
1BxfuPKGuaTgP7aM0Bbdwr,2058540623,3095217
1p80LdxRV74UKvL8gnD7ky,1795334704,789851
55n9yjI6qqXh5F2mYvUc2y,1637736311,622471
0V3wPSX9ygBnCm8psDIegu,1521459214,1002127
5xTtaWoae3wi06K5WfVUUH,1381021541,681818
1dGr1c8CrMLDpV6mPbImSI,1363916818,1113226
4R2kfaDFhslZEMJqAFNpdd,1263602241,1031817
4lIxdJw6W3Fg4vUIYCB0S5,1190427309,647006
1P17dC1amhFzptugyAO7Il,1129678562,511725
1R0a2iXumgCiFb7HEZ7gUE,1083834516,831479
3hUxzQpSfdDqwM3ZTFQY0K,1060889652,944033
6NFyWDv5CjfwuzoCkw47Xf,966914439,472841
59HjlYCeBsxdI0fcm3zglw,948559784,389358
6RRNNciQGZEXnqk8SQ9yv5,914404444,441774
1vrd6UOGamcKNGnSHJQlSt,876068429,377417
2Rk4JlNc2TPmZe2af99d45,849246235,261319
0lx2cLdOt3piJbcaXIV74f,824003554,473120
6FB3v4YcR57y4tXFcdxI1E,822754128,386190
5enxwA8aAbwZbf5qCHORXi,820570441,498784
10eBRyImhfqVvkiVEGf0N0,793997251,394396
7KokYm8cMIXCsGVmUvKtqf,751331497,603648
4pvb0WLRcMtbPGmtejJJ6y,740833373,410985
3RauEVgRgj1IuWdJ9fDs70,739396502,510355
6YvqWjhGD8mB5QXcbcUKtx,729792908,700080
1K39ty6o1sHwwlZwO6a7wK,707106289,561699
2yLa0QULdQr0qAIvVwN6B5,705724722,486888
5jQI2r1RdgtuT8S3iG8zFC,694185418,376054
0VwNdo84DaVYLIkbVO86ND,661167391,198824
0VE4kBnHJUgtMf0dy6DRmW,649443228,378171
3rWDp9tBPQR9z6U5YyRSK4,641078460,409174
3GCL1PydwsLodcpv0Ll1ch,632973839,278043
4y5bvROuBDPr5fuwXbIBZR,632918796,383683
1qrpoAMXodY6895hGKoUpA,632582030,652979
0sY6ZUTh4yoctD8VIXz339,596457032,356620
273dCMFseLcVsoSWx59IoE,592318296,245806
1ZY1PqizIl78geGM4xWlEA,584860861,288219
4D7BCuvgdJlYvlX5WlN54t,569093569,474783
0Jlcvv8IykzHaSmj49uNW8,559667123,302508
3qoftcUZaUOncvIYjFSPdE,519483325,356629
2x0WlnmfG39ZuDmstl9xfX,489899885,208750
1MgV7FIyNxIG7WzMRJV5HC,464823798,346148
3eX0NZfLtGzoLUxPNvRfqm,448311715,235057
4svZDCRz4cJoneBpjpx8DJ,432475716,227945
1wtOxkiel43cVs0Yux5Q4h,422553040,174485
0ZNU020wNYvgW84iljPkPP,407293342,256154
22bPsP2jCgbLUvh82U0Z3M,402597200,261030
2NmsngXHeC1GQ9wWrzhOMf,397283459,390377
1GwMQaZz6Au3QLDbjbMdme,394381931,220610
3pHkh7d0lzM2AldUtz2x37,388939408,322399
3DrjZArsPsoqbLzUZZV1Id,388880763,131996
1Iq8oo9XkmmvCQiGOfORiz,386755313,558603
1xwAWUI6Dj0WGC3KiUPN0O,385591914,246101
6ce41JVa6KFaryfmC2bu2W,385366074,125930
7kt9e9LFSpN1zQtYEl19o1,381942723,269615
1fzAuUVbzlhZ1lJAx9PtY6,379903109,438190
1SymEzIT3H8UZfibCs3TYi,373398311,217798
214nt20w5wOxJnY462klLw,363760393,312962
2CYVETnhM9aytqrazYYwrK,362435696,188012
6VsvKPJ4xjVNKpI8VVZ3SV,356663704,237072
2Eeur20xVqfUoM3Q7EFPFt,354399117,184697
17yraMKqmZIKAv3iaGcoLX,349836367,284768
5kI4eCXXzyuIUXjQra0Cxi,343383445,188238
6AtZLIzUINvExIUy4QhdjP,337503599,287211
7FmYn9e7KHMXcxqGSj9LjH,333390315,216083
15DeqWWQB4dcEWzJg15VrN,333090821,242106
43rA71bccXFGD4C8GOpIlN,332757402,136801
12M5uqx0ZuwkpLp5rJim1a,323351358,192288
1LLXZFeAHK9R4xUramtUKw,322547912,204000
5OndtwLGA9O6XHFcGm2H7r,322400774,59612
5YqltLsjdqFtvqE7Nrysvs,321905174,317555
3zwMVvkBe2qIKDObWgXw4N,320030461,238439
6oVxXO5oQ4pTpO8RSnkzvv,319075266,267709
0PurA4JVJ8YQgSVopY8fn6,303616001,257903
6KJqZcs9XDgVck7Lg9QOTC,302089745,167188
0heeNYlwOGuUSe7TgUD27B,292520356,115685
3i9UVldZOE0aD0JnyfAZZ0,283814912,105953
77sMIMlNaSURUAXq5coCxE,283571033,336329
2dgFqt3w9xIQRjhPtwNk3D,282123077,140050
5BK0uqwY9DNfZ630STAEaq,281634196,119010
4OAuvHryIVv4kMDNSLuPt6,280581424,200905
6rZVy6FIG7lSJQMFXHo12z,277228881,84928
2VuqMjgoKaOHNM8HpxtXKx,272906539,157344
3Z1kZKYfRC8iRXnYeC5sCJ,272648433,52660
3yII7UwgLF6K5zW3xad3MP,271058039,248510
2YWtcWi3a83pdEg3Gif4Pd,269747487,141933
3RaT22zZsxVYxxKR7TAaYF,269347249,124834
0wavGRldH0AWyu2zvTz8zb,268983981,156811
0A1JLUlkZkp2EFrosoNQi0,267512496,160163
3sW3oSbzsfecv9XoUdGs7h,265869227,438287
7HuBDWi18s4aJM8UFnNheH,263639489,145863
7dW84mWkdWE5a6lFWxJCBG,262900353,125665
4txojlesMFQZGWxwz2EeqB,261450357,151330
5KD6AEm19QnMbfWpfoOHMl,254382864,407692
3nsfB1vus2qaloUdcBZvDu,253333233,189181
4yBEU0askBZzE2XEVdEwmx,252869005,57990
71BqAINEnezjQfxE4VuJfq,249677783,432510
6qnM0XXPZOINWA778uNqQ9,246450611,63389
7I7JbDv63ZJJsSi24DyJrz,246081773,125144
7HH8rEmkK5JENnv869MDCz,245856778,46473
5QVVjX0ZItqlVpEuVCM9Yg,242800763,181652
5kHMfzgLZP95O9NBy0ku4v,238175169,210710
0z9UVN8VBHJ9HdfYsOuuNf,231800426,42259
5hQSXkFgbxjZo9uCwd11so,229968801,154902
5yEPktRqvIhko5QFF3aBhQ,228191816,58997
4wFUdSCer8bdQsrp1M90sa,227279106,125606
0dBW6ZsW8skfvoRfgeerBF,221827078,52447
0dAb8TY433dl3ZfXYCLE19,218836573,31387
07NxDD1iKCHbAldceD7QLP,217365333,113653
19CSr8rwW05VJL2F91KFNK,213750079,111950
01K4zKU104LyJ8gMb7227B,212510787,120654
7zMcNqs55Mxer82bvZFkpg,212310123,92261
3O5osWf1rSoKMwe6E9ZaXP,210682743,112469
2QDyYdZyhlP2fp79KZX8Bi,209182428,94316
4CkgMiMqZ5JzW9iYXSTMTL,208870798,111575
12ntTeqEeTg7GAVpe8Mhpl,208814449,164272
7MbT4I8qGntX4fMdqMQgke,204704297,95042
3CWq0pAKKTWb0K4yiglDc4,201036301,418195
06WgOCf0LV2h4keYXDRnuh,194300384,31876
2o2sgVJIgFXk8GQjWTgI6U,192917542,96318
1hjRhYpWyqDpPahmSlUTlc,191535939,431024
7F5oktn5YOsR9eR5YsFtqb,191396764,104121
2ythurkTtSiyfK7GprJoFW,191337770,52868
32mVHdy0bi1XKgr0ajsBlG,190333063,113369
3z6XUommYDWPHeFhmhhT6j,186805852,91865
79uDOz0zuuWS7HWxzMmTa2,184754247,197907
1XjHRolIXL2M1EEOUsGGR4,182683850,101429
73YUReisjb3A9ActdLLjJQ,182548899,79454
6MWoRt97mnSTXZhu3ggi9C,182404376,88323
6xsEAm6w9oMQYYg3jkEkMT,181512833,83174
6d9IiDcFxtFVIvt9pCqyGH,180996273,45485
08fa9LFcFBTcilB3iq2e2A,180860431,76982
3xYJScVfxByb61dYHTwiby,180735744,160272
6N1K5OVVCopBjGViHs2IvP,179235723,94636
2mvabkN1i2gLnGAPUVdwek,178846892,14440
5tWxKWq1DSP1s9WQ5PWuqu,178430735,94665
71CBDRKmF2VeRKYMG1DFBh,178420646,110632
5PxFv9yJEg9dxvbZggykro,178220671,96056
4zmKGsrXjLmljb5fTaBTot,177397075,192033
3k7ne7VmH43ZPWxPdvPUgR,176180407,77368
6dODwocEuGzHAavXqTbwHv,173581093,8114992
670fUmXf4KQekzbEgaXyPA,169744346,78814
6pYNq0ZwpPVazKzsqpf0G8,169071897,96066
4dYUOfmWna6DFccnz732n8,168840395,36299
4NioO5R9sHEZh4cGzMHyNt,167401801,243380
7G0gBu6nLdhFDPRLc0HdDG,165718308,206240
45wMBGri1PORPjM9PwFfrS,158838550,350099
3RBluWmSoG2pGA1OePzGJI,151609833,23592
3wmN11qXGL0HyPojvEE1D9,151565713,22902
1SztNGCwEHJEVFx90E5g7D,150587299,93469
0eFQWVz0qIxDOvhLpZ40P7,150140752,95890
6iWMI5oOhWrDbLbjmwTWFq,148636765,28824
7qEUFOVcxRI19tbT68JcYK,146221468,105409
24DefNCFiWTP8OjYWiXuYe,143453719,29154
4AYtqFyFbX0Xkc2wtcygTr,142305440,61437
4A2LfnduSTsE8u0ecYROxE,141913482,26489
4OmFmE0fzcMG6g0Y8p4eSD,141107314,83090
7hZuICN5eaCuQyp443RCt6,140753158,19186
4IQkfUsrwXol38VV3U7t7T,136409444,46812
1MaqkdFNIKPdpQGDzme5ss,136063356,78767
3jBMHD19RZdAqG9iFQh7xc,133470043,18930
1SmiQ65iSAbPto6gPFlBYm,130019821,58770
0Om9WAB5RS09L80DyOfTNa,128529025,64488
4uoyvFGK43Of4v9tj0moxC,126605755,25628
10GRRCR5fctuOF4GFmATJI,125130811,71352
045ZeOHPIzhxxsm8bq5kyE,123367788,225137
4hqJ4bSlYJOXb6Z4SRmzxs,123288758,206303
4h0EXpatqJImv4VRgvX6po,122220947,20478
73W5aXorr5vxrySFcoZqIN,122175042,117921
6lzc0Al0zfZOIFsFvBS1ki,121076033,57856
35rdVq36LMHQX0Suw9a6tK,120477994,52295
7C0w28EsX0Um2FrZs9gso2,119873044,61209
16MVSD0mGI4RMQT83Qzm69,119727923,64157
0v4z1tuZvn6LGknom9Qx7d,119674451,74640
0NwGC0v03ysCYINtg6ns58,119444483,129315
2slqvGLwzZZYsT4K4Y1GBC,118956049,34894
6Eu31gddWw0gOGO506pJYA,118799774,41798
4t0OI7XrODjSkAu3bTPmWj,115328340,26485
3MytWN8L7shNYzGl4tAKRp,113929052,136412
40PXEOFLJc7UIpLMrhSfW1,111885725,15186
2vPMoMDXxu9uX1igWZmXSG,111419385,231254
4CHpVfAhuxNJ3ibExe6kxO,109995403,39546
6wn61Fzx9XMxQmieLpoIhW,109869209,19537
0y6kdSRCVQhSsHSpWvTUm7,109827862,65783
4pNApnaUWAL2J4KO2eqokq,109414975,63548
5vyxXfD5gLlyPxGZMEjtmd,109277393,41212
1msEuwSBneBKpVCZQcFTsU,108792010,67562
3S7HNKPakdwNEBFIVTL6dZ,108234168,48582
3oKMl2tJv4fdidkXUYMI5x,107560982,17507
3pv7Q5v2dpdefwdWIvE7yH,107083674,250767
1kdWw77ZpYOkhxeuhzU1j6,106844538,61453
1hR8BSuEqPCCZfv93zzzz9,106235734,174301
2fPvQfGQEZOKtJ9qXeL4x8,104238181,5247857
28M2gifMU282QBM3fKajIS,102566151,20658
1kbEbBdEgQdQeLXCJh28pJ,102090316,4320258
1zU8j1x3yi9xalMF96pzKp,101733278,91663
6T0sEnqjmHISIKwFETeeiP,100489073,123081
