TRACK_ID,TOTAL_STREAM,DAILY_STREAM
1BxfuPKGuaTgP7aM0Bbdwr,2181971219,3113461
1p80LdxRV74UKvL8gnD7ky,1828045357,821076
55n9yjI6qqXh5F2mYvUc2y,1661088009,571565
0V3wPSX9ygBnCm8psDIegu,1561170422,975253
1dGr1c8CrMLDpV6mPbImSI,1410885556,1120197
5xTtaWoae3wi06K5WfVUUH,1408351106,646040
4R2kfaDFhslZEMJqAFNpdd,1305059468,1085828
4lIxdJw6W3Fg4vUIYCB0S5,1215687106,616255
1P17dC1amhFzptugyAO7Il,1151190967,555579
1R0a2iXumgCiFb7HEZ7gUE,1117775682,919103
3hUxzQpSfdDqwM3ZTFQY0K,1099332193,974524
6NFyWDv5CjfwuzoCkw47Xf,987214319,547700
59HjlYCeBsxdI0fcm3zglw,963327882,346282
6RRNNciQGZEXnqk8SQ9yv5,934041934,502848
1vrd6UOGamcKNGnSHJQlSt,891162830,354740
2Rk4JlNc2TPmZe2af99d45,859453319,257131
0lx2cLdOt3piJbcaXIV74f,843755688,504305
5enxwA8aAbwZbf5qCHORXi,841984537,566465
6FB3v4YcR57y4tXFcdxI1E,838830850,399902
10eBRyImhfqVvkiVEGf0N0,809283337,367410
7KokYm8cMIXCsGVmUvKtqf,776062891,614403
3RauEVgRgj1IuWdJ9fDs70,762164449,585963
6YvqWjhGD8mB5QXcbcUKtx,761632165,822529
4pvb0WLRcMtbPGmtejJJ6y,756829505,458548
1K39ty6o1sHwwlZwO6a7wK,730880107,595221
2yLa0QULdQr0qAIvVwN6B5,728285939,590677
5jQI2r1RdgtuT8S3iG8zFC,710276786,418915
0VwNdo84DaVYLIkbVO86ND,669469957,210813
0VE4kBnHJUgtMf0dy6DRmW,664432249,399672
1qrpoAMXodY6895hGKoUpA,660613261,714259
3rWDp9tBPQR9z6U5YyRSK4,657416403,399784
4y5bvROuBDPr5fuwXbIBZR,648027573,378375
3GCL1PydwsLodcpv0Ll1ch,643320487,248834
0sY6ZUTh4yoctD8VIXz339,612186022,419797
273dCMFseLcVsoSWx59IoE,601842839,227720
1ZY1PqizIl78geGM4xWlEA,596348490,291379
4D7BCuvgdJlYvlX5WlN54t,586670947,440885
0Jlcvv8IykzHaSmj49uNW8,570926115,296541
3qoftcUZaUOncvIYjFSPdE,535284566,415585
2x0WlnmfG39ZuDmstl9xfX,498173215,213370
1MgV7FIyNxIG7WzMRJV5HC,481814319,472900
3eX0NZfLtGzoLUxPNvRfqm,457448842,245492
4svZDCRz4cJoneBpjpx8DJ,441729156,248372
1wtOxkiel43cVs0Yux5Q4h,429545806,180912
0ZNU020wNYvgW84iljPkPP,417012503,247493
22bPsP2jCgbLUvh82U0Z3M,413808409,291206
2NmsngXHeC1GQ9wWrzhOMf,412465799,384732
1Iq8oo9XkmmvCQiGOfORiz,406353513,464741
1GwMQaZz6Au3QLDbjbMdme,403038678,234542
3pHkh7d0lzM2AldUtz2x37,400400247,270014
1fzAuUVbzlhZ1lJAx9PtY6,397064110,435349
1xwAWUI6Dj0WGC3KiUPN0O,396453992,285078
3DrjZArsPsoqbLzUZZV1Id,393986093,129906
7kt9e9LFSpN1zQtYEl19o1,391875219,256417
6ce41JVa6KFaryfmC2bu2W,390463761,124161
6dODwocEuGzHAavXqTbwHv,387179244,4069841
1SymEzIT3H8UZfibCs3TYi,382100101,226568
214nt20w5wOxJnY462klLw,379844415,415751
2CYVETnhM9aytqrazYYwrK,369900187,196532
6VsvKPJ4xjVNKpI8VVZ3SV,365924416,236951
2Eeur20xVqfUoM3Q7EFPFt,361433775,185100
17yraMKqmZIKAv3iaGcoLX,360659784,312835
5kI4eCXXzyuIUXjQra0Cxi,352461198,250762
6AtZLIzUINvExIUy4QhdjP,351714336,351716
7FmYn9e7KHMXcxqGSj9LjH,343067112,258288
15DeqWWQB4dcEWzJg15VrN,342644241,248206
43rA71bccXFGD4C8GOpIlN,338220125,147168
5YqltLsjdqFtvqE7Nrysvs,336727083,373620
12M5uqx0ZuwkpLp5rJim1a,331193257,211365
