TRACK_ID,TOTAL_STREAM,DAILY_STREAM
1BxfuPKGuaTgP7aM0Bbdwr,3060150332,2200173
1p80LdxRV74UKvL8gnD7ky,2191034927,1531855
55n9yjI6qqXh5F2mYvUc2y,1967773001,992802
0V3wPSX9ygBnCm8psDIegu,1894857983,779509
1dGr1c8CrMLDpV6mPbImSI,1855990460,1509003
4R2kfaDFhslZEMJqAFNpdd,1752977406,2210518
5xTtaWoae3wi06K5WfVUUH,1712924907,1106732
3hUxzQpSfdDqwM3ZTFQY0K,1592431537,2166738
4lIxdJw6W3Fg4vUIYCB0S5,1504471139,1604271
1R0a2iXumgCiFb7HEZ7gUE,1467202263,952312
1P17dC1amhFzptugyAO7Il,1360198162,541375
6NFyWDv5CjfwuzoCkw47Xf,1216072461,815815
59HjlYCeBsxdI0fcm3zglw,1099558024,463788
6RRNNciQGZEXnqk8SQ9yv5,1086067770,397055
5enxwA8aAbwZbf5qCHORXi,1082353997,898415
6YvqWjhGD8mB5QXcbcUKtx,1057788449,1025471
1vrd6UOGamcKNGnSHJQlSt,1037439077,604955
2gVhfX2Gy1T9kDuS9azrF7,1019840072,484441
2OzhQlSqBEmt7hmkYxfT6m,1013200454,1152757
2o2IVjuqRkR9hJxtPjtAP0,1005781520,725176
4pvb0WLRcMtbPGmtejJJ6y,968915420,969770
1qrpoAMXodY6895hGKoUpA,960724504,1124697
7KokYm8cMIXCsGVmUvKtqf,956042390,463980
3RauEVgRgj1IuWdJ9fDs70,953121678,400382
5lg33MHs1BoUtJVClw8ZpI,951383996,480016
2Rk4JlNc2TPmZe2af99d45,948945187,237093
2yLa0QULdQr0qAIvVwN6B5,940414710,666616
1K39ty6o1sHwwlZwO6a7wK,937257422,631315
5jQI2r1RdgtuT8S3iG8zFC,846213241,338183
0VE4kBnHJUgtMf0dy6DRmW,836819249,608419
3rWDp9tBPQR9z6U5YyRSK4,800921377,399114
4y5bvROuBDPr5fuwXbIBZR,783772422,406622
4D7BCuvgdJlYvlX5WlN54t,776216869,684601
1gcyHQpBQ1lfXGdhZmWrHP,768020539,437329
7AEAGTc8cReDqcbPoY9gwo,757957859,381054
3GCL1PydwsLodcpv0Ll1ch,756410414,508803
1MgV7FIyNxIG7WzMRJV5HC,736343904,892770
4q5YezDOIPcoLr8R81x9qy,714663792,673969
1ZY1PqizIl78geGM4xWlEA,705558202,291989
0Jlcvv8IykzHaSmj49uNW8,704073517,448885
273dCMFseLcVsoSWx59IoE,693530845,384993
3qoftcUZaUOncvIYjFSPdE,669887337,319980
1fzAuUVbzlhZ1lJAx9PtY6,600362228,939553
2x0WlnmfG39ZuDmstl9xfX,589672706,284129
3eX0NZfLtGzoLUxPNvRfqm,562222343,295750
2NmsngXHeC1GQ9wWrzhOMf,560619885,400146
1Iq8oo9XkmmvCQiGOfORiz,546529731,273217
4svZDCRz4cJoneBpjpx8DJ,543720700,262627
22bPsP2jCgbLUvh82U0Z3M,531633852,538413
0ZNU020wNYvgW84iljPkPP,529517832,374064
7kt9e9LFSpN1zQtYEl19o1,521052210,424448
1GwMQaZz6Au3QLDbjbMdme,519483952,415000
3pHkh7d0lzM2AldUtz2x37,509656076,349076
214nt20w5wOxJnY462klLw,506734943,289738
1wtOxkiel43cVs0Yux5Q4h,496949939,195546
