TRACK_ID,TOTAL_STREAM,DAILY_STREAM
1BxfuPKGuaTgP7aM0Bbdwr,2376203090,2865498
1p80LdxRV74UKvL8gnD7ky,1877945984,804342
55n9yjI6qqXh5F2mYvUc2y,1697962600,664082
0V3wPSX9ygBnCm8psDIegu,1626231998,1017711
1dGr1c8CrMLDpV6mPbImSI,1490790585,1403373
5xTtaWoae3wi06K5WfVUUH,1452996346,659343
4R2kfaDFhslZEMJqAFNpdd,1374803304,1278969
4lIxdJw6W3Fg4vUIYCB0S5,1253576583,606199
1P17dC1amhFzptugyAO7Il,1187015969,558148
3hUxzQpSfdDqwM3ZTFQY0K,1180653570,1963357
1R0a2iXumgCiFb7HEZ7gUE,1178997571,979974
6NFyWDv5CjfwuzoCkw47Xf,1022678979,601197
59HjlYCeBsxdI0fcm3zglw,985053364,353721
6RRNNciQGZEXnqk8SQ9yv5,965931679,465349
1vrd6UOGamcKNGnSHJQlSt,913684545,340850
5enxwA8aAbwZbf5qCHORXi,878135294,570492
0lx2cLdOt3piJbcaXIV74f,875948293,526834
2Rk4JlNc2TPmZe2af99d45,875558086,239236
6FB3v4YcR57y4tXFcdxI1E,863297108,395340
10eBRyImhfqVvkiVEGf0N0,831318512,343856
6YvqWjhGD8mB5QXcbcUKtx,814352112,791879
7KokYm8cMIXCsGVmUvKtqf,814064393,588406
3RauEVgRgj1IuWdJ9fDs70,800059537,608488
4pvb0WLRcMtbPGmtejJJ6y,786339337,504583
1K39ty6o1sHwwlZwO6a7wK,768531152,598669
2yLa0QULdQr0qAIvVwN6B5,767844744,622120
5jQI2r1RdgtuT8S3iG8zFC,736149613,408227
1qrpoAMXodY6895hGKoUpA,708161185,748326
0VE4kBnHJUgtMf0dy6DRmW,690420078,419809
0VwNdo84DaVYLIkbVO86ND,682384643,224541
3rWDp9tBPQR9z6U5YyRSK4,681574135,387840
4y5bvROuBDPr5fuwXbIBZR,671204342,352183
3GCL1PydwsLodcpv0Ll1ch,658961118,240689
0sY6ZUTh4yoctD8VIXz339,638947780,437299
273dCMFseLcVsoSWx59IoE,616150369,220555
1ZY1PqizIl78geGM4xWlEA,614463708,285880
4D7BCuvgdJlYvlX5WlN54t,614333049,472622
0Jlcvv8IykzHaSmj49uNW8,591261362,382841
6dODwocEuGzHAavXqTbwHv,576331808,2180530
3qoftcUZaUOncvIYjFSPdE,560548444,390115
1MgV7FIyNxIG7WzMRJV5HC,515934191,1088392
2x0WlnmfG39ZuDmstl9xfX,512359019,220292
3eX0NZfLtGzoLUxPNvRfqm,473399495,264127
4svZDCRz4cJoneBpjpx8DJ,457904177,254742
1wtOxkiel43cVs0Yux5Q4h,440878074,183495
2NmsngXHeC1GQ9wWrzhOMf,437577178,436015
