TRACK_ID,YESTERDAY_STREAM,TOTAL_STREAM,TODAY_STREAM
2BDqAaVKzQDnoVPZbdp68D,189,294969,253
4CyL8bBbVRYB0ogadF4aUS,87,292579,109
4cag67C3v9ToeFivUwDUsE,57,289886,118
7D4bd801muwRfuo5F3KkGk,85,275173,156
3ZHTwJzCNDFvjLpVQiqpH6,67,273590,138
7F67ujlSkp8PT7uaDPuOjP,75,271020,133
5ckUacHVEsmgJI7akKHadD,70,269075,115
22Zg9JjEgM0JV5HvLXNJAh,77,266961,194
1SARZTSJ1YeXgImYzpSxef,839,266353,1713
3ZfvKQxJp4zZshiJsRPoD1,88,265828,124
2ag2oLCwlFIA88hQrLMHzv,128,256670,201
13tYZVTtzLUJTlM7m1ivbi,45,256606,94
4fiLVxZ0UAsWAzUwGqkZA9,78,256104,137
4YugJd2i96PHwaflBauhXi,91,254824,137
0HTZpLa2SjBmuJ6zJ7OqMm,146,254593,203
5EsfyTD26nlVQ0DtYo16uJ,44,253916,89
3rMskQgCc54bAQUfE0U4Fw,157,253048,199
3JayaISg308IVZhUY0XUXe,114,252857,176
5Gz9GFSwHObbmjSRHgTphe,30,251314,55
633FwmKmrHWn6sLTL3db72,102,251239,213
4EwrLjUsIF0PINB6sLZj3l,39,245924,64
1J22bFnVC6Rmjxby941PDf,73,243035,203
02DtaJ6ADr4uQJbKEdpxxj,46,242694,138
1Z79tpetXTqujnp0UYOV7V,80,242672,116
6bzWVosI1yQkHUrN22cMWE,83,242298,146
0C5x4DoaPegrWqchk4SuLu,67,238704,119
0MtU9ETYyVX8YPBDCYPdMb,54,237118,159
2GZI4YxTKT07KaQZAMmz5N,41,236881,108
3Aelp7PlkDvBvCPqvyIopZ,79,236775,129
4CWLOxjskk6fjixCboD4vJ,78,235174,116
2k0w1FGqvzVPgQ9VdTaJpe,32,235139,94
7C7usPxKM74lA8HJbCqZnz,68,233980,123
1V7nao9bFNvjFrmrnSz19Y,91,232260,148
2juzwShPy28xL3umOogU3u,66,232154,130
0ruvufCIGCWaf67Tb8R64O,182,230424,246
0Xtgj2RuEo5FInZ0b4KYuY,33,230196,108
3To1MBLD7WqFoWEeiLDBzq,81,226158,104
7lzMAvyDZyZm1hPMLpfIXy,58,223222,121
4vWXPp6Tuf6ury2dCh0uAI,34,215355,69
57USOybNwyjN8ZUZLm9hra,83,215080,115
2eZbyz03ZHkqpZz2Vw3KXy,91,214790,119
5oJUjUsBZcqyEhOdpif37h,37,212089,77
2MzoTHyQgopGUL8ABcOAyr,65,211022,124
1NTxT72xu3GkYq5wIq0RG5,44,210602,120
6xxSYpv0gGX7V7Bikx1gGy,100,210558,127
0w5HrA1s3WZIqAUYicJo0A,85,209047,132
7AiIXVMIrTqHlGn7bS3f31,32,204362,95
7J4cg1IeDWDY4oE19CaIra,16,192100,49
1AjXK5Gi1kkMRYGBjALDMr,46,184715,76
7juXSUrMEd7f9ljLk7Pria,23,181618,68
2p2iPBELfsen9imWH0NkId,5,173337,16
5fWNEKU1JTe07KsrJ7stft,38,172240,80
3g7PbLRaKm2MmfHNyMbjJn,22,169994,61
4Dzma7nri1H2XNQ7b8Fs5b,28,169651,71
0uBYyYTfuuDigZvBN6HnUt,28,169384,59
6t9JL24FVFzXtpLlp6x5tZ,42,166557,54
4511PLndxxMcob8Qq5KHNw,36,165967,122
6trbb1ao6xqh6FjKc0BRYF,76,164742,117
0VsL7c4EBrLgaNfHQep2oy,52,164635,116
4A7shC8pd0ddDSqrvETTsu,23,159607,66
248qgqZNy5T5KsGHgTxeIM,28,158448,95
3t5kblMAefsRy9O9vOjkR4,12,155626,17
3MqHevAhUErYJoC1ceESEe,44,155205,93
